index, file, trace_file_size, selected_greedy, score_rowsum, score_unitarian, score_block_target
1241, "exemplar_003242", 95338, 0, 14878, 0, 0
1242, "exemplar_002208", 95338, 0, 14989, 0, 0
1243, "exemplar_003515", 95338, 0, 14820, 0, 0
1244, "exemplar_001893", 95338, 0, 14868, 0, 0
1245, "exemplar_003693", 95338, 0, 14897, 0, 0
1246, "exemplar_004387", 95338, 0, 14878, 0, 0
1247, "exemplar_001243", 95338, 0, 14943, 0, 0
1248, "exemplar_004500", 95338, 0, 14910, 0, 0
1249, "exemplar_004212", 95338, 0, 14956, 0, 0
1250, "exemplar_000217", 95338, 0, 14897, 0, 0
1251, "exemplar_000557", 95338, 0, 14874, 0, 0
1252, "exemplar_001658", 95338, 0, 14938, 0, 0
1253, "exemplar_001835", 95338, 0, 14879, 0, 0
1254, "exemplar_001366", 95338, 0, 15167, 0, 0
1255, "exemplar_003839", 95338, 0, 14943, 0, 0
1256, "exemplar_001913", 95338, 0, 14803, 0, 0
1257, "exemplar_003342", 95338, 0, 15179, 0, 0
1258, "exemplar_000922", 95338, 0, 15045, 0, 0
1259, "exemplar_001333", 95338, 0, 15100, 0, 0
1260, "exemplar_003011", 95338, 0, 14869, 0, 0
1261, "exemplar_004490", 95338, 0, 15060, 0, 0
1262, "exemplar_000043", 95338, 0, 14880, 0, 0
1263, "exemplar_004083", 95338, 0, 14933, 0, 0
1264, "exemplar_003192", 95338, 0, 15001, 0, 0
1265, "exemplar_000413", 95338, 0, 14697, 0, 0
1266, "exemplar_002715", 95338, 0, 14819, 0, 0
1267, "exemplar_001981", 95338, 0, 14934, 0, 0
1268, "exemplar_004749", 95338, 0, 15018, 0, 0
1269, "exemplar_003314", 95338, 0, 14832, 0, 0
1270, "exemplar_000627", 95338, 0, 15110, 0, 0
1271, "exemplar_004814", 95338, 0, 14937, 0, 0
1272, "exemplar_002938", 95338, 0, 14967, 0, 0
1273, "exemplar_003270", 95338, 0, 14915, 0, 0
1274, "exemplar_004123", 95338, 0, 14985, 0, 0
1275, "exemplar_001150", 95338, 0, 15105, 0, 0
1276, "exemplar_002258", 95338, 0, 14820, 0, 0
1277, "exemplar_003800", 95338, 0, 14936, 0, 0
1278, "exemplar_001375", 95338, 0, 14877, 0, 0
1279, "exemplar_001770", 95338, 0, 14913, 0, 0
1280, "exemplar_000794", 95338, 0, 14861, 0, 0
1281, "exemplar_000944", 95338, 0, 14932, 0, 0
1282, "exemplar_003989", 95338, 0, 14876, 0, 0
1283, "exemplar_003456", 95338, 0, 14874, 0, 0
1284, "exemplar_003819", 95338, 0, 14914, 0, 0
1285, "exemplar_000294", 95338, 0, 14876, 0, 0
1286, "exemplar_003647", 95338, 0, 14792, 0, 0
1287, "exemplar_001636", 95338, 0, 15066, 0, 0
1288, "exemplar_004317", 95338, 0, 14827, 0, 0
1289, "exemplar_004205", 95338, 0, 11103, 0, 0
1290, "exemplar_000713", 95338, 0, 14930, 0, 0
1291, "exemplar_001755", 95338, 0, 14936, 0, 0
1292, "exemplar_001524", 95338, 0, 14942, 0, 0
1293, "exemplar_002718", 95338, 0, 14892, 0, 0
1294, "exemplar_003254", 95338, 0, 15036, 0, 0
1295, "exemplar_001982", 95338, 0, 14926, 0, 0
1296, "exemplar_002875", 95338, 0, 14844, 0, 0
1297, "exemplar_000939", 95338, 0, 15025, 0, 0
1298, "exemplar_001202", 95338, 0, 14899, 0, 0
1299, "exemplar_003394", 95338, 0, 14862, 0, 0
1300, "exemplar_000478", 95338, 0, 15097, 0, 0
1301, "exemplar_004745", 95338, 0, 11097, 0, 0
1302, "exemplar_001442", 95338, 0, 14929, 0, 0
1303, "exemplar_000893", 95338, 0, 14848, 0, 0
1304, "exemplar_001672", 95338, 0, 14888, 0, 0
1305, "exemplar_002126", 95338, 0, 14680, 0, 0
1306, "exemplar_002149", 95338, 0, 14927, 0, 0
1307, "exemplar_004084", 95338, 0, 15102, 0, 0
1308, "exemplar_003466", 95338, 0, 14846, 0, 0
1309, "exemplar_004224", 95338, 0, 14860, 0, 0
1310, "exemplar_004688", 95338, 0, 15124, 0, 0
1311, "exemplar_003409", 95338, 0, 14791, 0, 0
1312, "exemplar_001842", 95338, 0, 14928, 0, 0
1313, "exemplar_000362", 95338, 0, 15016, 0, 0
1314, "exemplar_000326", 95338, 0, 14902, 0, 0
1315, "exemplar_000109", 95338, 0, 15008, 0, 0
1316, "exemplar_002290", 95338, 0, 14921, 0, 0
1317, "exemplar_004686", 95338, 0, 15104, 0, 0
1318, "exemplar_004246", 95338, 0, 14985, 0, 0
1319, "exemplar_004423", 95338, 0, 14997, 0, 0
1320, "exemplar_003688", 95338, 0, 14779, 0, 0
1321, "exemplar_000749", 95338, 0, 15022, 0, 0
1322, "exemplar_003172", 95338, 0, 14904, 0, 0
1323, "exemplar_003846", 95338, 0, 14967, 0, 0
1324, "exemplar_002168", 95338, 0, 14861, 0, 0
1325, "exemplar_001753", 95338, 0, 15080, 0, 0
1326, "exemplar_000016", 95338, 0, 14842, 0, 0
1327, "exemplar_004214", 95338, 0, 14997, 0, 0
1328, "exemplar_003562", 95338, 0, 14773, 0, 0
1329, "exemplar_004171", 95338, 0, 14861, 0, 0
1330, "exemplar_002081", 95338, 0, 15104, 0, 0
1331, "exemplar_001310", 95338, 0, 14789, 0, 0
1332, "exemplar_002541", 95338, 0, 14907, 0, 0
1333, "exemplar_001565", 95338, 0, 14867, 0, 0
1334, "exemplar_000048", 95338, 0, 15012, 0, 0
1335, "exemplar_000157", 95338, 0, 14878, 0, 0
1336, "exemplar_001608", 95338, 0, 14876, 0, 0
1337, "exemplar_003770", 95338, 0, 14932, 0, 0
1338, "exemplar_000597", 95338, 0, 14914, 0, 0
1339, "exemplar_002088", 95338, 0, 14999, 0, 0
1340, "exemplar_004731", 95338, 0, 14873, 0, 0
1341, "exemplar_004065", 95338, 0, 14889, 0, 0
1342, "exemplar_002459", 95338, 0, 14842, 0, 0
1343, "exemplar_001421", 95338, 0, 14875, 0, 0
1344, "exemplar_001124", 95338, 0, 15117, 0, 0
1345, "exemplar_001015", 95338, 0, 14872, 0, 0
1346, "exemplar_000810", 95338, 0, 14874, 0, 0
1347, "exemplar_000706", 95338, 0, 14863, 0, 0
1348, "exemplar_001656", 95338, 0, 14809, 0, 0
1349, "exemplar_003838", 95338, 0, 14944, 0, 0
1350, "exemplar_002138", 95338, 0, 14922, 0, 0
1351, "exemplar_000758", 95338, 0, 14964, 0, 0
1352, "exemplar_002900", 95338, 0, 14887, 0, 0
1353, "exemplar_004477", 95338, 0, 14810, 0, 0
1354, "exemplar_001783", 95338, 0, 14855, 0, 0
1355, "exemplar_003122", 95338, 0, 14868, 0, 0
1356, "exemplar_004318", 95338, 0, 14892, 0, 0
1357, "exemplar_004026", 95338, 0, 15083, 0, 0
1358, "exemplar_002757", 95338, 0, 14910, 0, 0
1359, "exemplar_001003", 95338, 0, 14958, 0, 0
1360, "exemplar_001488", 95338, 0, 14914, 0, 0
1361, "exemplar_002054", 95338, 0, 14774, 0, 0
1362, "exemplar_002961", 95338, 0, 14850, 0, 0
1363, "exemplar_000741", 95338, 0, 15025, 0, 0
1364, "exemplar_002584", 95338, 0, 14888, 0, 0
1365, "exemplar_003794", 95338, 0, 14893, 0, 0
1366, "exemplar_001299", 95338, 0, 14960, 0, 0
1367, "exemplar_001306", 95338, 0, 14922, 0, 0
1368, "exemplar_003652", 95338, 0, 11097, 0, 0
1369, "exemplar_002737", 95338, 0, 14863, 0, 0
1370, "exemplar_001906", 95338, 0, 14693, 0, 0
1371, "exemplar_002831", 95338, 0, 14604, 0, 0
1372, "exemplar_001936", 95338, 0, 14868, 0, 0
1373, "exemplar_001262", 95338, 0, 14935, 0, 0
1374, "exemplar_000667", 95338, 0, 14861, 0, 0
1375, "exemplar_003756", 95338, 0, 14876, 0, 0
1376, "exemplar_002146", 95338, 0, 14914, 0, 0
1377, "exemplar_003366", 95338, 0, 14874, 0, 0
1378, "exemplar_004504", 95338, 0, 14719, 0, 0
1379, "exemplar_001168", 95338, 0, 14852, 0, 0
1380, "exemplar_001242", 95338, 0, 15007, 0, 0
1381, "exemplar_002306", 95338, 0, 14838, 0, 0
1382, "exemplar_001784", 95338, 0, 15038, 0, 0
1383, "exemplar_002976", 95338, 0, 14995, 0, 0
1384, "exemplar_000532", 95338, 0, 15007, 0, 0
1385, "exemplar_001700", 95338, 0, 15184, 0, 0
1386, "exemplar_000087", 95338, 0, 14923, 0, 0
1387, "exemplar_004107", 95338, 0, 14915, 0, 0
1388, "exemplar_000198", 95338, 0, 14986, 0, 0
1389, "exemplar_003542", 95338, 0, 14994, 0, 0
1390, "exemplar_003229", 95338, 0, 14982, 0, 0
1391, "exemplar_001115", 95338, 0, 15015, 0, 0
1392, "exemplar_002018", 95338, 0, 14927, 0, 0
1393, "exemplar_000929", 95338, 0, 14833, 0, 0
1394, "exemplar_002892", 95338, 0, 14934, 0, 0
1395, "exemplar_001522", 95338, 0, 14910, 0, 0
1396, "exemplar_002385", 95338, 0, 14873, 0, 0
1397, "exemplar_001625", 95338, 0, 14803, 0, 0
1398, "exemplar_000190", 95338, 0, 11096, 0, 0
1399, "exemplar_003418", 95338, 0, 11113, 0, 0
1400, "exemplar_000226", 95338, 0, 14978, 0, 0
1401, "exemplar_000570", 95338, 0, 15012, 0, 0
1402, "exemplar_003958", 95338, 0, 14775, 0, 0
1403, "exemplar_000384", 95338, 0, 15032, 0, 0
1404, "exemplar_000022", 93121, 0, 18489, 1, 0
1405, "exemplar_001099", 93121, 0, 18490, 1, 0
1406, "exemplar_002337", 93121, 0, 18494, 1, 0
1407, "exemplar_004683", 93121, 0, 18495, 1, 0
1408, "exemplar_001040", 91458, 0, 13514, 0, 0
1409, "exemplar_004567", 91458, 0, 13398, 0, 0
1410, "exemplar_000593", 91458, 0, 13373, 0, 0
1411, "exemplar_001985", 91458, 0, 13499, 0, 0
1412, "exemplar_004826", 91458, 0, 13556, 0, 0
1413, "exemplar_004445", 91458, 0, 13458, 0, 0
1414, "exemplar_001649", 91458, 0, 13368, 0, 0
1415, "exemplar_001995", 91458, 0, 13426, 0, 0
1416, "exemplar_002728", 91458, 0, 13655, 0, 0
1417, "exemplar_003052", 91458, 0, 13538, 0, 0
1418, "exemplar_004480", 91458, 0, 13552, 0, 0
1419, "exemplar_003982", 91458, 0, 13516, 0, 0
1420, "exemplar_004511", 91458, 0, 13468, 0, 0
1421, "exemplar_004659", 91458, 0, 13528, 0, 0
1422, "exemplar_004156", 91458, 0, 13511, 0, 0
1423, "exemplar_000674", 91458, 0, 13508, 0, 0
1424, "exemplar_004753", 91458, 0, 13539, 0, 0
1425, "exemplar_001938", 91458, 0, 13509, 0, 0
1426, "exemplar_001210", 91458, 0, 13455, 0, 0
1427, "exemplar_002570", 91458, 0, 13390, 0, 0
1428, "exemplar_000902", 91458, 0, 13507, 0, 0
1429, "exemplar_004087", 91458, 0, 13445, 0, 0
1430, "exemplar_001743", 91458, 0, 13510, 0, 0
1431, "exemplar_000480", 91458, 0, 13440, 0, 0
1432, "exemplar_003219", 91458, 0, 13504, 0, 0
1433, "exemplar_002119", 91458, 0, 13491, 0, 0
1434, "exemplar_001701", 91458, 0, 13548, 0, 0
1435, "exemplar_000775", 91458, 0, 13482, 0, 0
1436, "exemplar_001466", 91458, 0, 13552, 0, 0
1437, "exemplar_000855", 91458, 0, 13456, 0, 0
1438, "exemplar_002118", 91458, 0, 13511, 0, 0
1439, "exemplar_002285", 91458, 0, 13502, 0, 0
1440, "exemplar_003710", 91458, 0, 13498, 0, 0
1441, "exemplar_002662", 91458, 0, 13460, 0, 0
1442, "exemplar_000522", 91458, 0, 13459, 0, 0
1443, "exemplar_002003", 91458, 0, 13507, 0, 0
1444, "exemplar_001607", 91458, 0, 13504, 0, 0
1445, "exemplar_003170", 91458, 0, 13440, 0, 0
1446, "exemplar_003762", 91458, 0, 13386, 0, 0
1447, "exemplar_003487", 91458, 0, 13469, 0, 0
1448, "exemplar_001266", 91458, 0, 13477, 0, 0
1449, "exemplar_002549", 91458, 0, 13415, 0, 0
1450, "exemplar_004503", 91458, 0, 13492, 0, 0
1451, "exemplar_000510", 91458, 0, 13549, 0, 0
1452, "exemplar_003809", 91458, 0, 13296, 0, 0
1453, "exemplar_001455", 91458, 0, 13552, 0, 0
1454, "exemplar_001662", 91458, 0, 13363, 0, 0
1455, "exemplar_000763", 91458, 0, 13340, 0, 0
1456, "exemplar_001882", 91458, 0, 13656, 0, 0
1457, "exemplar_000793", 91458, 0, 13548, 0, 0
1458, "exemplar_002324", 91458, 0, 13481, 0, 0
1459, "exemplar_003258", 91458, 0, 13573, 0, 0
1460, "exemplar_003029", 91458, 0, 13328, 0, 0
1461, "exemplar_002587", 91458, 0, 13505, 0, 0
1462, "exemplar_000118", 91458, 0, 13544, 0, 0
1463, "exemplar_000836", 91458, 0, 13476, 0, 0
1464, "exemplar_001292", 91458, 0, 13365, 0, 0
1465, "exemplar_001344", 91458, 0, 13497, 0, 0
1466, "exemplar_003422", 91458, 0, 13525, 0, 0
1467, "exemplar_001135", 91458, 0, 13521, 0, 0
1468, "exemplar_000210", 91458, 0, 13503, 0, 0
1469, "exemplar_001782", 91458, 0, 13406, 0, 0
1470, "exemplar_002724", 91458, 0, 13317, 0, 0
1471, "exemplar_004092", 91458, 0, 13558, 0, 0
1472, "exemplar_004386", 91458, 0, 13500, 0, 0
1473, "exemplar_001856", 91458, 0, 13454, 0, 0
1474, "exemplar_000889", 91458, 0, 13344, 0, 0
1475, "exemplar_002254", 91458, 0, 13467, 0, 0
1476, "exemplar_003675", 91458, 0, 13569, 0, 0
1477, "exemplar_002554", 91458, 0, 13458, 0, 0
1478, "exemplar_002038", 91458, 0, 13511, 0, 0
1479, "exemplar_002148", 91458, 0, 13536, 0, 0
1480, "exemplar_002398", 91458, 0, 13451, 0, 0
1481, "exemplar_004370", 91458, 0, 13472, 0, 0
1482, "exemplar_001528", 91458, 0, 13535, 0, 0
1483, "exemplar_003533", 91458, 0, 13521, 0, 0
1484, "exemplar_002480", 91458, 0, 13195, 0, 0
1485, "exemplar_001974", 91458, 0, 13456, 0, 0
1486, "exemplar_003327", 91458, 0, 13546, 0, 0
1487, "exemplar_002464", 91458, 0, 13506, 0, 0
1488, "exemplar_001027", 91458, 0, 13510, 0, 0
1489, "exemplar_003753", 91458, 0, 13500, 0, 0
1490, "exemplar_001443", 91458, 0, 13509, 0, 0
1491, "exemplar_003722", 91458, 0, 13548, 0, 0
1492, "exemplar_004319", 91458, 0, 13441, 0, 0
1493, "exemplar_002583", 91458, 0, 13458, 0, 0
1494, "exemplar_000391", 91458, 0, 13455, 0, 0
1495, "exemplar_003201", 91458, 0, 13484, 0, 0
1496, "exemplar_000024", 91458, 0, 13505, 0, 0
1497, "exemplar_001383", 91458, 0, 13158, 0, 0
1498, "exemplar_002743", 91458, 0, 13503, 0, 0
1499, "exemplar_000306", 91458, 0, 13505, 0, 0
1500, "exemplar_004401", 91458, 0, 13548, 0, 0
1501, "exemplar_000403", 91458, 0, 13340, 0, 0
1502, "exemplar_002457", 91458, 0, 13509, 0, 0
1503, "exemplar_000514", 91458, 0, 10946, 0, 0
1504, "exemplar_003251", 91458, 0, 13660, 0, 0
1505, "exemplar_002022", 91458, 0, 13242, 0, 0
1506, "exemplar_001011", 91458, 0, 13635, 0, 0
1507, "exemplar_004051", 91458, 0, 13456, 0, 0
1508, "exemplar_001111", 90526, 0, 13510, 1, 0
1509, "exemplar_000574", 88616, 0, 13549, 0, 0
1510, "exemplar_002320", 88616, 0, 13574, 0, 0
1511, "exemplar_003520", 88616, 0, 13639, 0, 0
1512, "exemplar_002806", 88616, 0, 13487, 0, 0
1513, "exemplar_003548", 88616, 0, 13263, 0, 0
1514, "exemplar_000994", 48681, 0, 13496, 0, 0
1515, "exemplar_003209", 48681, 0, 13204, 0, 0
1516, "exemplar_001826", 48681, 0, 13497, 0, 0
1517, "exemplar_003724", 48681, 0, 13492, 0, 0
1518, "exemplar_003087", 48681, 0, 13206, 0, 0
1519, "exemplar_003450", 48681, 0, 13495, 0, 0
1520, "exemplar_003733", 48681, 0, 13219, 0, 0
1521, "exemplar_003233", 48681, 0, 13372, 0, 0
1522, "exemplar_000108", 19163, 0, 13116, 0, 0
1523, "exemplar_002186", 19163, 0, 12836, 0, 0
1524, "exemplar_000600", 19163, 0, 13116, 0, 0
1525, "exemplar_000603", 19130, 0, 13258, 0, 0
1526, "exemplar_000056", 18715, 0, 13167, 0, 0
1527, "exemplar_004357", 18715, 0, 13238, 0, 0
1528, "exemplar_002720", 18715, 0, 9949, 0, 0
1529, "exemplar_002721", 18715, 0, 13465, 0, 0
1530, "exemplar_002057", 18715, 0, 13210, 0, 0
1531, "exemplar_002477", 18715, 0, 13220, 0, 0
1532, "exemplar_001194", 18715, 0, 13139, 1, 0
1533, "exemplar_004649", 18714, 0, 13283, 0, 0
1534, "exemplar_001318", 18713, 0, 13202, 1, 0
1535, "exemplar_000277", 18712, 0, 13558, 0, 0
1536, "exemplar_001709", 18712, 0, 13675, 0, 0
1537, "exemplar_003200", 18711, 0, 13362, 1, 0
1538, "exemplar_000144", 18707, 0, 13301, 0, 0
1539, "exemplar_003628", 18707, 0, 13194, 1, 0
1540, "exemplar_003041", 18706, 0, 13592, 1, 0
1541, "exemplar_004623", 17593, 0, 13586, 0, 0
1542, "exemplar_002726", 17438, 0, 13452, 1, 0
1543, "exemplar_002226", 9176, 0, 13341, 0, 0
1544, "exemplar_003461", 9176, 0, 13500, 0, 0
1545, "exemplar_003942", 9176, 0, 13069, 0, 0
1546, "exemplar_003095", 9176, 0, 13350, 0, 0
1547, "exemplar_001361", 9176, 0, 13244, 0, 0
1548, "exemplar_000174", 9176, 0, 13335, 0, 0
1549, "exemplar_002623", 9176, 0, 13489, 0, 0
1550, "exemplar_002083", 8940, 0, 13505, 1, 0
1551, "exemplar_002163", 8939, 0, 13781, 0, 0
1552, "exemplar_001267", 8939, 0, 13464, 0, 0
1553, "exemplar_000308", 8937, 0, 13747, 0, 0
1554, "exemplar_003803", 8936, 0, 13325, 0, 0
1555, "exemplar_000265", 8936, 0, 13459, 0, 0
1556, "exemplar_002238", 8932, 0, 13467, 0, 0
1557, "exemplar_000530", 8931, 0, 13254, 0, 0
1558, "exemplar_001083", 8931, 0, 13324, 0, 0
1559, "exemplar_000696", 8931, 0, 13517, 0, 0
1560, "exemplar_000017", 8931, 0, 13220, 0, 0
1561, "exemplar_000914", 8931, 0, 13328, 0, 0
1562, "exemplar_001198", 8931, 0, 13669, 0, 0
1563, "exemplar_002150", 8931, 0, 13250, 0, 0
1564, "exemplar_003807", 8931, 0, 13772, 0, 0
1565, "exemplar_001254", 8930, 0, 13747, 0, 0
1566, "exemplar_000573", 8930, 0, 13700, 0, 0
1567, "exemplar_000392", 8930, 0, 13275, 0, 0
1568, "exemplar_004021", 8930, 0, 13276, 0, 0
1569, "exemplar_004333", 8930, 0, 13406, 0, 0
1570, "exemplar_003749", 8930, 0, 13762, 1, 0
1571, "exemplar_000148", 8930, 0, 13280, 0, 0
1572, "exemplar_004754", 8929, 0, 13033, 0, 0
1573, "exemplar_003135", 8929, 0, 13034, 0, 0
1574, "exemplar_000473", 8929, 0, 13789, 0, 0
1575, "exemplar_001259", 8929, 0, 13275, 0, 0
1576, "exemplar_002620", 8929, 0, 13296, 0, 0
1577, "exemplar_000467", 8929, 0, 13435, 0, 0
1578, "exemplar_001834", 8929, 0, 13675, 0, 0
1579, "exemplar_000816", 8929, 0, 13384, 0, 0
1580, "exemplar_004118", 8929, 0, 13428, 0, 0
1581, "exemplar_001437", 8929, 0, 13432, 0, 0
1582, "exemplar_004459", 8929, 0, 13758, 1, 0
1583, "exemplar_002653", 8929, 0, 13034, 0, 0
1584, "exemplar_004671", 8929, 0, 13155, 0, 0
1585, "exemplar_004346", 8929, 0, 13151, 0, 0
1586, "exemplar_004443", 8929, 0, 13611, 0, 0
1587, "exemplar_002868", 8928, 0, 13514, 0, 0
1588, "exemplar_000837", 8928, 0, 13538, 0, 0
1589, "exemplar_001540", 8928, 0, 13567, 0, 0
1590, "exemplar_001931", 8928, 0, 13899, 0, 0
1591, "exemplar_000399", 8928, 0, 13560, 0, 0
1592, "exemplar_003141", 8928, 0, 13566, 0, 0
1593, "exemplar_003931", 8928, 0, 13741, 0, 0
1594, "exemplar_000926", 8928, 0, 13507, 0, 0
1595, "exemplar_004187", 8928, 0, 13546, 0, 0
1596, "exemplar_000891", 8928, 0, 13533, 0, 0
1597, "exemplar_002412", 8928, 0, 13418, 0, 0
1598, "exemplar_003129", 8928, 0, 13762, 0, 0
1599, "exemplar_001363", 8928, 0, 13773, 0, 0
1600, "exemplar_001939", 8928, 0, 13754, 0, 0
1601, "exemplar_000257", 8928, 0, 13715, 0, 0
1602, "exemplar_001776", 8928, 0, 13742, 0, 0
1603, "exemplar_001807", 8928, 0, 13741, 0, 0
1604, "exemplar_000671", 8928, 0, 13383, 0, 0
1605, "exemplar_004157", 8928, 0, 13633, 0, 0
1606, "exemplar_003834", 8928, 0, 13423, 0, 0
1607, "exemplar_000439", 8928, 0, 13668, 0, 0
1608, "exemplar_000051", 8928, 0, 13746, 0, 0
1609, "exemplar_004399", 8928, 0, 12999, 0, 0
1610, "exemplar_003454", 8928, 0, 13763, 0, 0
1611, "exemplar_001762", 8928, 0, 13616, 0, 0
1612, "exemplar_004177", 8928, 0, 13738, 0, 0
1613, "exemplar_001300", 8928, 0, 13723, 0, 0
1614, "exemplar_004526", 8928, 0, 13757, 0, 0
1615, "exemplar_002070", 8928, 0, 13661, 0, 0
1616, "exemplar_002944", 8928, 0, 13320, 0, 0
1617, "exemplar_002443", 8928, 0, 13620, 0, 0
1618, "exemplar_003419", 8928, 0, 13700, 0, 0
1619, "exemplar_002840", 8928, 0, 13515, 0, 0
1620, "exemplar_002129", 8928, 0, 13234, 0, 0
1621, "exemplar_000974", 8928, 0, 13325, 0, 0
1622, "exemplar_002174", 8928, 0, 13737, 0, 0
1623, "exemplar_000954", 8928, 0, 13322, 0, 0
1624, "exemplar_001933", 8928, 0, 13768, 0, 0
1625, "exemplar_001638", 8928, 0, 13884, 0, 0
1626, "exemplar_002447", 8928, 0, 13776, 0, 0
1627, "exemplar_004437", 8928, 0, 13770, 0, 0
1628, "exemplar_001475", 8928, 0, 13464, 0, 0
1629, "exemplar_004371", 8928, 0, 13928, 0, 0
1630, "exemplar_002019", 8928, 0, 13790, 0, 0
1631, "exemplar_003943", 8928, 0, 13643, 0, 0
1632, "exemplar_003241", 8928, 0, 13241, 0, 0
1633, "exemplar_003051", 8928, 0, 13830, 0, 0
1634, "exemplar_002591", 8928, 0, 13746, 0, 0
1635, "exemplar_001781", 8928, 0, 13229, 0, 0
1636, "exemplar_001778", 8928, 0, 13044, 0, 0
1637, "exemplar_003586", 8928, 0, 13221, 0, 0
1638, "exemplar_000519", 8928, 0, 13664, 0, 0
1639, "exemplar_003874", 8928, 0, 13772, 0, 0
1640, "exemplar_001582", 8928, 0, 13618, 0, 0
1641, "exemplar_003945", 8928, 0, 13399, 0, 0
1642, "exemplar_003514", 8928, 0, 13733, 0, 0
1643, "exemplar_004184", 8928, 0, 13280, 0, 0
1644, "exemplar_002815", 8928, 0, 13749, 0, 0
1645, "exemplar_002611", 8928, 0, 13692, 0, 0
1646, "exemplar_004604", 8928, 0, 13606, 0, 0
1647, "exemplar_001247", 8928, 0, 13693, 0, 0
1648, "exemplar_000540", 8928, 0, 13666, 0, 0
1649, "exemplar_004114", 8928, 0, 13704, 0, 0
1650, "exemplar_002180", 8928, 0, 13156, 0, 0
1651, "exemplar_003110", 8928, 0, 13674, 0, 0
1652, "exemplar_003671", 8928, 0, 13651, 0, 0
1653, "exemplar_002188", 8928, 0, 13307, 0, 0
1654, "exemplar_002102", 8928, 0, 13721, 0, 0
1655, "exemplar_001749", 8928, 0, 13541, 0, 0
1656, "exemplar_002523", 8928, 0, 13616, 0, 0
1657, "exemplar_002215", 8928, 0, 13526, 0, 0
1658, "exemplar_003540", 8928, 0, 13229, 0, 0
1659, "exemplar_000127", 8668, 0, 13726, 0, 0
1660, "exemplar_002980", 8668, 0, 13434, 0, 0
1661, "exemplar_002449", 8668, 0, 13716, 0, 0
1662, "exemplar_004478", 8668, 0, 13376, 0, 0
1663, "exemplar_004706", 8668, 0, 13584, 0, 0
1664, "exemplar_001193", 8668, 0, 13729, 0, 0
1665, "exemplar_001740", 8668, 0, 12343, 0, 0
1666, "exemplar_000406", 8668, 0, 13995, 0, 0
1667, "exemplar_002286", 8668, 0, 13516, 0, 0
1668, "exemplar_003613", 8668, 0, 13755, 0, 0
1669, "exemplar_002397", 8668, 0, 13259, 0, 0
1670, "exemplar_003369", 8668, 0, 13294, 0, 0
1671, "exemplar_003701", 8668, 0, 13701, 0, 0
1672, "exemplar_000800", 8668, 0, 13612, 0, 0
1673, "exemplar_003003", 8668, 0, 13741, 0, 0
1674, "exemplar_003278", 8668, 0, 13744, 0, 0
1675, "exemplar_000150", 8668, 0, 13433, 0, 0
1676, "exemplar_000734", 8668, 0, 13709, 0, 0
1677, "exemplar_004724", 8668, 0, 13724, 0, 0
1678, "exemplar_002131", 8668, 0, 13735, 0, 0
1679, "exemplar_000366", 8668, 0, 13690, 0, 0
1680, "exemplar_000632", 8668, 0, 13750, 0, 0
1681, "exemplar_002621", 8668, 0, 13719, 0, 0
1682, "exemplar_004549", 8668, 0, 13573, 0, 0
1683, "exemplar_001059", 8668, 0, 13541, 0, 0
1684, "exemplar_003424", 8668, 0, 13563, 0, 0
1685, "exemplar_001971", 8668, 0, 13210, 0, 0
1686, "exemplar_003863", 8668, 0, 13744, 0, 0
1687, "exemplar_000635", 8668, 0, 13761, 0, 0
1688, "exemplar_003294", 8668, 0, 13539, 0, 0
1689, "exemplar_002227", 8668, 0, 13743, 0, 0
1690, "exemplar_002030", 8668, 0, 13792, 0, 0
1691, "exemplar_002358", 8668, 0, 13744, 0, 0
1692, "exemplar_004252", 8668, 0, 13732, 0, 0
1693, "exemplar_001050", 8668, 0, 13537, 0, 0
1694, "exemplar_003872", 8668, 0, 13738, 0, 0
1695, "exemplar_003078", 8668, 0, 13828, 0, 0
1696, "exemplar_002348", 8668, 0, 13768, 0, 0
1697, "exemplar_001045", 8668, 0, 13264, 0, 0
1698, "exemplar_004565", 8668, 0, 13285, 0, 0
1699, "exemplar_000292", 8668, 0, 13735, 0, 0
1700, "exemplar_000742", 8668, 0, 13716, 0, 0
1701, "exemplar_004644", 8668, 0, 13597, 0, 0
1702, "exemplar_000518", 8668, 0, 13735, 0, 0
1703, "exemplar_003614", 8668, 0, 13450, 0, 0
1704, "exemplar_004366", 8668, 0, 13683, 0, 0
1705, "exemplar_001031", 8668, 0, 13586, 0, 0
1706, "exemplar_000584", 8668, 0, 13389, 0, 0
1707, "exemplar_001337", 8668, 0, 13700, 0, 0
1708, "exemplar_003289", 8668, 0, 13692, 0, 0
1709, "exemplar_000307", 8668, 0, 13674, 0, 0
1710, "exemplar_000811", 8668, 0, 13734, 0, 0
1711, "exemplar_000475", 8668, 0, 13759, 0, 0
1712, "exemplar_001273", 8668, 0, 13292, 0, 0
1713, "exemplar_000319", 8668, 0, 13749, 0, 0
1714, "exemplar_004540", 8668, 0, 13681, 0, 0
1715, "exemplar_003974", 8668, 0, 13726, 0, 0
1716, "exemplar_004000", 8668, 0, 13754, 0, 0
1717, "exemplar_000585", 8668, 0, 13742, 0, 0
1718, "exemplar_003707", 8668, 0, 13700, 0, 0
1719, "exemplar_002817", 8668, 0, 13766, 0, 0
1720, "exemplar_003126", 8668, 0, 13665, 0, 0
1721, "exemplar_000208", 8668, 0, 13632, 0, 0
